284,40,1,7
285,25,1,15
286,27,1,19
287,21,1,17
288,34,1,12
289,11,1,13
290,40,1,5
291,19,1,19
292,35,0,15
293,24,1,21
294,34,1,20
295,31,1,4
296,43,0,1
297,29,0,4
298,44,1,7
299,29,1,3
300,26,0,15
301,24,1,19
302,42,1,4
303,19,1,19
304,22,0,19
305,23,1,15
306,45,1,14
307,25,1,19
308,60,1,16
309,40,1,18
310,37,1,4
311,32,1,20
312,48,1,14
313,41,1,12
314,20,0,19
315,31,1,4
316,43,0,14
317,22,1,1
318,65,1,16
319,38,1,15
320,19,1,19
321,49,0,4
322,20,1,19
323,21,1,19
324,21,0,19
325,48,1,20
326,41,1,1
327,22,1,19
328,51,1,1
329,48,1,4
330,35,0,4
331,33,1,6
332,20,1,19
333,47,1,14
334,32,1,11
335,45,1,7
336,23,1,17
337,37,1,18
338,39,0,11
339,35,1,10
340,46,1,5
341,17,0,19
342,25,0,14
343,43,1,5
344,30,0,11
345,28,0,11
346,34,1,14
347,18,1,19
348,24,0,19
349,68,1,16
350,32,1,19
351,61,1,4
352,37,0,15
353,25,1,18
354,29,0,11
355,25,1,19
356,32,0,9
357,26,1,7
358,40,1,4
359,22,1,19
360,51,1,14
361,22,1,19
362,35,0,9
363,20,1,19
364,63,1,5
365,29,1,10
366,20,0,19
367,17,1,19
368,18,1,19
369,24,1,19
370,52,1,21
371,36,1,5
372,25,0,19
373,24,0,14
374,36,1,7
375,17,1,6
376,28,0,14
377,22,1,19
378,35,1,19
379,44,1,15
380,32,1,5
381,33,1,2
382,45,1,5
383,42,1,1
384,52,1,15
385,36,1,21
386,36,1,17
387,33,1,6
388,31,1,14
389,44,0,21
390,42,0,21
391,23,1,19
392,52,1,21
393,19,1,19
394,25,1,1
395,43,1,14
396,57,1,5
397,17,1,19
398,40,1,14
399,25,1,14
400,33,0,1
401,46,0,8
402,30,1,5
403,37,1,14
404,29,0,15
405,22,0,8
406,52,1,4
407,29,1,5
408,23,1,19
409,48,1,1
410,30,0,2
411,34,1,4
412,25,1,4
413,55,1,4
414,24,1,15
415,39,1,4
416,20,0,19
417,27,0,14
418,55,0,13
419,37,1,10
420,53,1,4
421,38,0,15
422,26,1,6
423,64,1,14
424,36,0,12
425,19,1,19
426,55,1,4
427,51,1,3
428,28,1,19
429,27,1,19
430,38,1,18
431,24,1,12
432,22,1,6
433,27,1,2
434,16,0,19
435,24,1,5
436,30,0,1
437,27,0,14
438,51,0,1
439,23,0,1
440,30,1,14
441,50,1,20
442,22,1,19
443,35,1,17
444,51,0,10
445,21,1,21
446,57,1,4
447,30,1,1
448,23,1,6
449,23,1,11
450,35,0,4
451,16,1,19
452,35,1,1
453,18,1,19
454,57,1,14
455,48,1,1
456,24,1,20
457,33,0,17
458,47,1,20
459,22,1,19
460,44,0,14
461,15,1,19
462,19,0,19
463,48,0,8
464,60,1,21
465,32,1,14
466,22,1,19
467,29,1,5
468,28,1,5
469,60,1,4
470,24,1,15
471,10,1,19
472,24,1,19
473,29,1,19
474,51,1,7
475,30,1,15
476,28,1,19
477,23,0,19
478,29,1,14
479,30,1,4
480,57,1,16
481,73,1,16
482,18,0,19
483,29,1,18
484,27,1,19
485,44,0,4
486,39,1,4
487,22,1,5
488,48,1,20
489,55,1,14
490,29,0,2
491,43,0,21
492,57,1,4
493,22,1,5
494,38,0,1
495,29,1,5
496,21,0,19
497,20,1,19
498,26,1,21
499,42,1,15
500,28,1,1
501,22,1,19
502,22,1,19
503,50,0,21
504,40,0,21
505,27,0,14
506,46,1,15
507,18,0,21
508,27,1,12
509,23,1,1
510,34,1,14
511,22,1,19
512,29,1,14
513,43,1,1
514,27,1,15
515,53,1,12
516,53,0,11
517,24,1,19
518,49,0,21
519,22,1,14
520,62,1,8
521,19,1,19
522,36,1,5
523,50,0,1
524,56,1,4
525,27,0,1
526,30,1,12
527,33,1,11
528,18,1,19
529,47,0,1
530,29,1,5
531,30,0,17
532,20,1,19
533,43,1,11
534,20,1,19
535,45,0,4
536,38,1,5
537,36,1,5
538,31,1,18
539,53,0,1
540,28,1,5
541,19,0,19
542,21,1,19
543,33,1,18
544,44,0,14
545,27,1,20
546,36,1,7
547,50,1,4
548,51,1,21
549,42,1,18
550,16,0,19
551,25,1,15
552,45,1,14
553,58,1,4
554,32,1,18
555,29,0,4
556,35,0,4
557,30,0,21
558,56,0,21
559,69,1,7
560,32,1,19
561,23,1,5
562,54,0,1
563,39,0,11
564,65,1,16
565,40,1,19
566,20,1,19
567,24,1,6
568,39,1,4
569,34,1,4
570,26,1,4
571,34,1,2
572,51,1,4
573,68,1,16
574,56,1,4
575,33,1,12
576,48,1,7
577,36,0,19
578,31,1,1
579,32,1,4
580,16,1,19
581,37,1,14
582,17,1,19
583,44,1,5
584,25,1,19
585,69,1,11
586,20,1,19
587,26,1,14
588,18,0,19
589,21,1,10
590,50,1,4
591,57,0,11
592,18,1,19
593,31,0,4
594,46,1,4
595,25,1,15
596,20,1,2
597,23,1,14
598,40,0,12
599,22,0,19
600,34,1,15
601,19,0,2
602,47,0,14
603,21,1,15
604,39,1,4
605,33,1,5
606,28,1,15
607,49,0,8
608,22,1,14
609,13,0,19
610,22,1,19
611,46,1,11
612,36,1,4
613,37,0,12
614,54,1,4
615,38,1,4
616,55,1,18
617,27,0,21
618,15,0,19
619,17,1,19
620,18,0,21
621,17,1,19
622,25,1,15
623,50,0,4
624,19,1,19
625,27,1,15
626,23,1,18
627,24,1,5
628,13,1,13
629,46,0,14
630,26,0,8
631,18,0,19
632,18,1,19
633,35,1,15
634,39,1,5
635,22,1,14
636,47,1,4
637,30,1,14
638,45,1,5
639,42,0,11
640,20,1,19
641,24,1,19
642,18,0,19
643,39,1,18
644,51,1,16
645,27,1,15
646,17,0,19
647,40,1,4
648,43,1,5
649,20,1,19
650,42,1,5
651,65,1,16
652,35,1,14
653,31,1,7
654,27,0,19
655,50,0,8
656,48,1,4
657,26,0,13
658,33,1,15
659,31,1,4
660,26,1,19
661,28,1,15
662,55,1,11
663,26,1,14
664,30,1,5
665,25,1,1
666,44,1,1
667,35,1,11
668,29,0,21
669,37,1,14
670,30,1,20
671,21,1,15
672,54,0,1
673,51,1,4
674,13,0,19
675,34,1,14
676,30,1,15
677,20,1,14
678,50,1,4
679,20,0,19
680,33,1,10
681,44,0,12
682,23,1,15
683,42,1,11
684,28,1,19
685,32,0,11
686,32,1,4
687,31,0,8
688,37,0,1
689,25,1,14
690,35,1,17
691,34,1,4
692,34,1,5
693,43,0,8
694,60,1,15
695,26,1,21
696,55,1,14
697,25,1,14
698,28,0,15
699,44,1,14
700,17,1,19
701,51,0,11
702,37,1,14
703,26,1,4
704,51,0,11
705,21,0,19
706,23,1,19
707,56,0,11
708,26,0,9
709,21,1,14
710,19,1,19
711,22,0,19
712,22,0,19
713,42,0,14
714,26,1,5
715,21,1,20
716,36,0,1
717,24,1,20
718,42,1,20
719,37,0,14
720,49,0,1
721,24,0,6
722,50,0,9
723,26,1,7
724,31,1,7
725,21,1,19
726,25,0,1
727,25,1,19
728,58,1,7
729,19,1,19
730,31,0,18
731,41,0,4
732,28,0,14
733,44,0,14
734,25,0,14
735,29,0,8
736,48,0,21
737,30,1,15
738,35,1,20
739,35,1,20
740,25,0,4
741,25,1,21
742,35,1,19
743,31,1,15
744,35,1,12
745,42,1,21
746,25,1,5
747,19,1,14
748,28,1,1
749,33,1,14
750,28,1,1
751,24,0,14
752,60,1,16
753,56,1,17
754,59,0,11
755,44,0,4
756,30,0,13
757,26,1,19
758,27,1,19
759,20,0,19
760,35,0,14
761,17,1,19
762,32,1,1
763,27,1,18
764,27,0,4
765,31,1,19
766,42,1,14
767,70,1,5
768,29,1,1
769,39,1,7
770,28,1,19
771,26,1,19
772,50,1,21
773,20,1,19
774,30,1,19
775,46,1,7
776,30,1,11
777,63,1,15
778,34,1,19
779,31,1,19
780,49,1,15
781,20,1,19
782,21,0,2
783,30,1,12
784,47,1,1
785,32,1,5
786,36,0,5
787,18,0,19
788,51,1,1
789,29,1,14
790,27,1,20
791,31,1,4
792,40,1,15
793,22,1,19
794,32,1,4
795,30,1,15
796,32,0,21
797,44,0,14
798,40,0,21
799,49,0,1
800,25,1,15
801,22,1,21
802,35,1,1
803,70,1,1
804,39,1,4
805,27,0,14
806,27,1,12
807,41,0,8
808,45,1,17
809,50,0,12
810,55,0,14
811,40,0,4
812,22,1,20
813,14,0,19
814,30,1,14
815,32,1,14
816,34,1,14
817,19,1,19
818,28,1,11
819,59,1,1
820,22,1,19
821,37,1,5
822,29,0,11
823,27,1,2
824,31,1,14
825,44,1,5
826,28,1,2
827,23,0,5
828,28,1,11
829,48,1,21
830,46,1,15
831,21,1,14
832,24,1,20
833,34,1,21
834,26,1,14
835,44,0,7
836,44,1,2
837,36,0,2
838,23,1,19
839,38,0,6
840,39,1,2
841,45,1,3
842,40,1,21
843,35,1,11
844,22,1,5
845,64,1,3
846,27,1,10
847,29,1,19
848,46,1,5
849,15,0,19
850,34,1,20
851,18,1,14
852,46,1,1
853,49,1,21
854,29,0,19
855,53,1,11
856,43,0,12
857,35,0,1
858,63,1,4
859,18,0,14
860,70,0,16
861,38,0,19
862,25,1,7
863,17,1,19
864,27,1,15
865,25,1,2
866,45,1,14
867,24,1,18
868,21,1,15
869,30,1,19
870,22,1,19
871,31,1,7
872,19,0,19
873,48,0,1
874,36,1,18
875,24,0,19
876,41,1,14
877,30,1,14
878,50,0,4
879,33,0,1
880,13,1,19
881,39,1,12
882,35,1,5
883,49,1,11
884,44,1,5
885,30,0,14
886,20,1,19
887,14,0,19
888,41,1,18
889,24,1,20
890,32,1,19
891,51,0,1
892,36,1,14
893,25,1,19
894,47,1,4
895,31,0,11
896,28,1,21
897,30,1,14
898,23,1,9
899,32,1,14
900,60,1,16
901,38,1,7
902,45,0,2
903,28,1,4
904,17,0,19
905,27,1,14
906,45,1,11
907,25,0,14
908,44,0,11
909,50,0,4
910,28,1,8
911,37,0,21
912,51,1,14
913,27,1,19
914,44,0,14
915,50,1,6
916,27,1,5
917,22,0,19
918,40,1,18
919,25,1,14
920,30,0,2
921,20,0,19
922,29,0,1
923,21,1,19
924,29,1,14
925,18,0,17
926,49,1,6
927,23,1,15
928,21,1,19
929,44,1,18
930,28,0,18
931,60,1,4
932,58,1,4
933,28,1,19
934,61,1,5
935,42,1,3
936,24,1,14
937,48,1,4
938,38,0,20
939,26,0,19
940,32,1,1
941,20,1,19
942,48,0,11
943,22,1,19
